CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
05-02-2558-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO AMERICANO DEL SUR,KM. 92.5 FINCA CAMANTULUL,7955-2800,JUAN FRANCISCO GODOY DAVILA,MARÍA DE LOS ANGELES MORALES POSADAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-02-2572-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO PREUNIVERSITARIO DEL SUR,4ª. AVENIDA . 2-39 ZONA 1,7882-1508,JUAN FRANCISCO GODOY DAVILA,CRISTIAN ALEXANDER PÉREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-02-2710-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,"""COLEGIO MIXTO COTZUMALGUAPA""",CALZADA 15 DE SEPTIEMBRE 5-250,7882-6459,JUAN FRANCISCO GODOY DAVILA,MIRNA RUTILIA ALVAREZ BOJORQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-02-2904-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,CENTRO EDUCATIVO INGENIO LA UNION,"KM. 98.8, CARRETERA A INGENIO LOS TARROS, FINCA LOS TARROS",7740-1593,JUAN FRANCISCO GODOY DAVILA,EDUARDO NOÉ ESTRADA SANTIZO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-02-3003-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,"INSTITUTO MUNICIPAL DE BACHILLERATO EN COMPUTACIÓN CON ORIENTACIÓN COMERCIAL ""COLONIA MAYA""",COLONIA MAYA KM. 95 CARRETERA A SAN PEDRO YEPOCAPA,5558-6605,JUAN FRANCISCO GODOY DAVILA,VILMA YOLANDA ALVARADO,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-03-0009-46,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,FRENTE A 2ª. AVENIDA DE COLONIA SAN VICENTE LA CAMPIÑA,3393-8036,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,ROSA MARLENY FOLGAR SANDOVAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-03-0029-46,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL SUR,5ª. AVENIDA Y 5ª CALLE A UN COSTADO DE LA IGLESIA CATOLICA,5321-4588,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,LILIAN AMARILIS URRUTIA GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-03-0037-46,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL PILAR,2ª. AVENIDA . LOTE 138 CALLE PRINCIPAL DE ALDEA EL PILAR,5321-4588,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,CRISTOPHER RAFAEL RODRÍGUEZ GALICIA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-03-0039-46,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ESCUELA OFICIAL RURAL MIXTA. ALDEA EL PILAR,4736-9491,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,KATERIN DANIELA GARCÍA BUCHÁN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-03-0041-46,05-023,ESCUINTLA,LA DEMOCRACIA,CENTRO DE EDUCACIÓN DE ADULTOS BUGANVILIA,FINCA BUGANVILIA DEL INGENIO MAGDALENA.,4210-6990,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,MAGDA MIREA SILVA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA
05-03-0042-46,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL SUR,5ª. AVENIDA Y 5ª CALLE A UN COSTADO DE LA IGLESIA CATOLICA,5321-4588,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,LILIAN AMARILIS URRUTIA GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA
05-03-0047-46,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,FRENTE A COLONIA LA CAMPIÑA,5918-2968,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,FREDY OSWALDO GONZÁLEZ RAMÍREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
05-03-0048-46,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,FRENTE A COLONIA LA CAMPIÑA,5918-2968,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,FREDY OSWALDO GONZÁLEZ RAMÍREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-03-0050-46,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL SUR,5ª AVENIDA Y 5ª CALLE A UN COSTADO DE LA IGLESIA CATOLICA,4243-2317,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,LILIAN AMARILIS URRUTIA GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),ESCUINTLA
05-03-0051-46,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL SUR,5ª AVENIDA Y 5ª CALLE A UN COSTADO DE LA IGLESIA CATOLICA,4243-2317,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,LILIAN AMARILIS URRUTIA GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-03-0053-46,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO,"2ª AVENIDA , LOTE 183, CALLE PRINCIPAL ALDEA EL PILAR",4243-2317,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,ANA MAGALI BAEZA PAC,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA
05-03-0055-46,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO,2ª. AVENIDA . LOTE 138 CALLE PRINCIPAL DE ALDEA EL PILAR,4243-2317,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,BRENDA LISSETH TRUJILLO TOBAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-03-2470-46,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA EL PILAR,4215-8743,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,JOSÉ GUADALUPE JUÁREZ MEJÍA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-04-0017-46,05-009,ESCUINTLA,SIQUINALA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,3ª. CALLE 3-95 COLONIA TIERRA VERDE,5482-5897,MAYRA EDITH MEJÍA ESCOBEDO,ANTULIO DAGOBERTO CANO ESCALANTE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-04-0034-46,05-022,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEON,INGENIO PANTALEON,5514-4947,EMILSA NOEMI GARCÍA FUENTES DE ORELLANA,MIRNA ELIZABETH BONILLA PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-04-0039-46,05-022,ESCUINTLA,SIQUINALA,INSTITUTO BASICO Y DIVERSIFICADO FUNDACIÓN PANTALEON,INGENIO PANTALEON,5237-1800,EMILSA NOEMI GARCÍA FUENTES DE ORELLANA,CLAUDIA VANESSA DE LEÓN SÁNCHEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-04-0043-46,05-009,ESCUINTLA,SIQUINALA,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,6ª CALLE 5-58 ZONA 0,5946-3489,MAYRA EDITH MEJÍA ESCOBEDO,MIRIAM CAROLINA CRUZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-04-0048-46,05-009,ESCUINTLA,SIQUINALA,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,6ª. CALLE 5-58 ZONA 0,5946-3489,MAYRA EDITH MEJÍA ESCOBEDO,MIRIAM CAROLINA CRUZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
05-04-0050-46,05-009,ESCUINTLA,SIQUINALA,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,COLONIA TIERRA VERDE,4197-4942,MAYRA EDITH MEJÍA ESCOBEDO,MARTA JUDITH LETONA LÓPEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
05-04-0052-46,05-022,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEÓN,INGENIO PANTALEÓN,3038-4194,EMILSA NOEMI GARCÍA FUENTES DE ORELLANA,JOSUÉ OLMEDO CAMARGO HERNÁNDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
05-04-0053-46,05-009,ESCUINTLA,SIQUINALA,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,6ª CALLE 5-58 ZONA 0,5019-9651,MAYRA EDITH MEJÍA ESCOBEDO,MARÍA BERTILA SÁNCHEZ CARÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-04-0057-46,05-022,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEON,KM. 87.5 CARRETERA AL PACÍFICO,5514-4997,EMILSA NOEMI GARCÍA FUENTES DE ORELLANA,MIRNA ELIZABETH BONILLA PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,ESCUINTLA
05-04-2449-46,05-022,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEON,INGENIO PANTALEON,5514-4947,EMILSA NOEMI GARCÍA FUENTES DE ORELLANA,MIRNA ELIZABETH BONILLA PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,INTERMEDIA,FIN DE SEMANA,ESCUINTLA
05-05-0014-46,05-031,ESCUINTLA,MASAGUA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA INGENIERO AGRONOMO RODOLFO DANIEL ESTRADA GONZALEZ,ALDEA LA GUARDIANIA,3227-9488,PAULINA VICENTE LOBO,AURA MARGARITA MUÑOZ CADENAS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-05-0015-46,05-031,ESCUINTLA,MASAGUA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"3ª. AVENIDA Y 5ª. CALLE, ZONA 1",5186-3294,PAULINA VICENTE LOBO,FLUVIA ARACELY AGUILAR ALVAREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-05-0025-46,05-031,ESCUINTLA,MASAGUA,INSTITUTO MUNICIPAL DE EDUCACION BÁSICA Y DIVERSIFICADO,"5 CALLE, 3-08 CALLE PRINCIPAL",3145-4943,PAULINA VICENTE LOBO,GLENDA MARILY ZETINO CABRERA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-05-0028-46,05-031,ESCUINTLA,MASAGUA,COLEGIO MIXTO TECNOLÓGICO DEL ROSARY,"3ª. CALLE LOTE NO. 3, ZONA 1 COLONIA LA ESMERALDA",5843-0132,PAULINA VICENTE LOBO,ALEX ERICK SALAZAR DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-05-0039-46,05-031,ESCUINTLA,MASAGUA,LICEO MIXTO BILINGÜE EMPRESARIAL,1ª CALLE 0-23 COLONIA EL ESFUERZO,5557-9639,PAULINA VICENTE LOBO,GLADYS EDELMIRA JUÁREZ ALVAREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-05-0040-46,05-031,ESCUINTLA,MASAGUA,LICEO MIXTO BILINGÜE EMPRESARIAL,1ª CALLE 0-23 COLONIA EL ESFUERZO,5557-9639,PAULINA VICENTE LOBO,GLADYS EDELMIRA JUÁREZ ALVAREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),ESCUINTLA
05-05-0051-46,05-031,ESCUINTLA,MASAGUA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,ALDEA OBERO,5758-7136,PAULINA VICENTE LOBO,MARIA HERMELINDA LIMA SOSA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-05-0059-46,05-031,ESCUINTLA,MASAGUA,"LICEO MIXTO EDUCATIVO DE FORMACIÓN INTEGRAL ""LIMEFI"" LA ESMERALDA",LÍNEA 3 CALLE PRINCIPAL RANCHO HILDA MARÍA ALDEA LA ESMERALDA,4534-2317,PAULINA VICENTE LOBO,KARLA REGINA CRUZ BATRES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-05-0064-46,05-031,ESCUINTLA,MASAGUA,COLEGIO MIXTO TECNOLÓGICO DEL ROSARY,3ª CALLE LOTE NO. 3 ZONA 1 COLONIA LA ESMERALDA,5843-0132,PAULINA VICENTE LOBO,ALEX ERICK SALAZAR DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
05-05-0067-46,05-031,ESCUINTLA,MASAGUA,COLEGIO CRISTIANO SEMILLAS DEL SABER,"LOTE NO. 7 ""D"" CALLE PRINCIPAL ALDEA LA GUARDIANIA",4515-1334,PAULINA VICENTE LOBO,EDGAR AMADO LÓPEZ LÉMUS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),ESCUINTLA
05-05-0069-46,05-031,ESCUINTLA,MASAGUA,LICEO EVANGÉLICO BAUTISTA MONTE SANTO,2ª CALLE LOTE 1 CASERÍO LOS LÍRIOS.,4847-6446,PAULINA VICENTE LOBO,PÉRSIDA PAHOLA PACHECO FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-05-0073-46,05-031,ESCUINTLA,MASAGUA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,LOTE NO. 6 CALLE PRINCIPAL CASERÍO LOS LÍRIOS,3145-4943,PAULINA VICENTE LOBO,GLENDA MARILY ZETINO CABRERA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
05-05-0075-46,05-031,ESCUINTLA,MASAGUA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,ALDEA CUYUTA.,4495-0101,PAULINA VICENTE LOBO,EMILIA DÁVILA HERNÁNDEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA
05-05-0077-46,05-031,ESCUINTLA,MASAGUA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,ALDEA OBERO.,5758-7136,PAULINA VICENTE LOBO,CINDY MARISOL CASTILLO ROMA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA
05-05-0079-46,05-031,ESCUINTLA,MASAGUA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,ALDEA SAN MIGUEL LAS FLORES.,5521-8832,PAULINA VICENTE LOBO,CARLOS MANUEL DÍAZ MARÍN,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA
05-05-0080-46,05-013,ESCUINTLA,MASAGUA,LICEO EDUCATIVO CIENCIA Y ARTE,LOTE NO. 02 CALLEJÓN EL LIMÓN ALDEA CUYUTA,5780-1181,PAULINA VICENTE LOBO,CARLOS MANUEL FONSECA PENAGOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-05-0082-46,05-013,ESCUINTLA,MASAGUA,INSTITUTO TECNOLÓGICO DE FORMACIÓN PROFESIONAL,FINCA MARÍA DEL MAR ALDEA LA GUARDIANIA,4515-1334,PAULINA VICENTE LOBO,INGRIS JANETH ROLDÁN SOLÓRZANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-05-0083-46,05-013,ESCUINTLA,MASAGUA,INSTITUTO TECNOLÓGICO DE FORMACIÓN PROFESIONAL,FINCA MARÍA DEL MAR ALDE LA GUARDINIA,4515-1334,PAULINA VICENTE LOBO,INGRIS JANETH ROLDÁN SOLÓRZANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ESCUINTLA
05-05-0085-46,05-013,ESCUINTLA,MASAGUA,LICEO CRISTIANO LA SABIDURÍA DE LA VIDA,FINCA MARÍA DEL MAR ALDEA LA GUARDIANÍA,4120-9426,PAULINA VICENTE LOBO,BLANCA ESTELA CONTRERAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-05-0086-46,05-013,ESCUINTLA,MASAGUA,LICEO CRISTIANO LA SABIDURÍA DE LA VIDA,FINCA MARÍA DEL MAR ALDEA LA GUARDIANÍA,4120-9426,PAULINA VICENTE LOBO,BLANCA ESTELA CONTRERAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-05-3006-46,05-031,ESCUINTLA,MASAGUA,CENTRO DE ENSEÑANZA DIVERSIFICADA CUYUTA,LOTE NO. 02 CALLEJÓN EL LIMÓN ALDEA CUYUTA,4264-3813,PAULINA VICENTE LOBO,YESENIA MARÍA GONZÁLEZ BATRES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-06-0028-46,05-027,ESCUINTLA,TIQUISATE,LICEO CRISTIANO SHALEM,"PARCELAS MUNICIPALES, EL ASTILLERO",5414-0931,FAUSTINO CHIQUE VALENZUELA,KEYLA MERARI REYES TEJADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-06-0031-46,05-027,ESCUINTLA,TIQUISATE,INSTITUTO TECNICO INDUSTRIAL PRIVADO DE TIQUISATE,1 CALLE 1-1 ZONA 4,7884-7229,FAUSTINO CHIQUE VALENZUELA,RIGOBERTO CONTRERAS RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),ESCUINTLA
05-06-0039-46,05-027,ESCUINTLA,TIQUISATE,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU NET,ALDEA TICANLÚ,5554-4708,FAUSTINO CHIQUE VALENZUELA,MILVIA EMPERATRIZ AGUILAR PAPPA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-06-0051-46,05-027,ESCUINTLA,TIQUISATE,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",ALDEA TICANLÚ KM. 178.3,5979-0491,FAUSTINO CHIQUE VALENZUELA,ZOILA ERNESTINA MORALES GODOY,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-06-0054-46,05-027,ESCUINTLA,TIQUISATE,INSTITUTO TECNOLOGÍA Y CIENCIA,"VILLA CHINITO, KM. 143 FRENTE AL HOSPITAL NACIONAL",5930-4894,FAUSTINO CHIQUE VALENZUELA,WELLINGTÓN RONALDO LÚCAS ASPURÉZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-06-0057-46,05-027,ESCUINTLA,TIQUISATE,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU NET,ALDEA TICANLÚ,5554-4708,FAUSTINO CHIQUE VALENZUELA,MILVIA EMPERATRIZ AGUILAR PAPPA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-06-0066-46,05-027,ESCUINTLA,TIQUISATE,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",ALDEA TICANLU KM. 178.3,5979-0491,FAUSTINO CHIQUE VALENZUELA,ZOILA ERNESTINA MORALES GODOY,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-06-0078-46,05-027,ESCUINTLA,TIQUISATE,INSTITUTO TÉCNICO INDUSTRIAL PRIVADO DE TIQUISATE,1 CALLE 1-1 ZONA 4,7884-7229,FAUSTINO CHIQUE VALENZUELA,RIGOBERTO CONTRERAS RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-06-0082-46,05-027,ESCUINTLA,TIQUISATE,INSTITUTO TECNOLOGÍA Y CIENCIA,"VILLA CHINITO, KM. 143 FRENTE AL HOSPITAL NACIONAL",5930-4894,FAUSTINO CHIQUE VALENZUELA,WELLINGTÓN RONALDO LÚCAS ASPURÉZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-06-0083-46,05-027,ESCUINTLA,TIQUISATE,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",ALDEA TICANLU KM. 178.3,5979-0491,FAUSTINO CHIQUE VALENZUELA,ZOILA ERNESTINA MORALES GODOY,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
05-06-0086-46,05-027,ESCUINTLA,TIQUISATE,INSTITUTO TÉCNICO INDUSTRIAL PRIVADO DE TIQUISATE,1 CALLE 1-1 ZONA 4,7884-7229,FAUSTINO CHIQUE VALENZUELA,RIGOBERTO CONTRERAS RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),ESCUINTLA
05-06-0091-46,05-027,ESCUINTLA,TIQUISATE,LICEO EN INFORMÁTICA Y CIENCIAS AVANZADAS CERMA,KM. 144 SALIDA A RÍO BRAVO,5801-6691,FAUSTINO CHIQUE VALENZUELA,CÉSAR RENÉ MEJÍA DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-06-0097-46,05-027,ESCUINTLA,TIQUISATE,INSTITUTO TÉCNICO INDUSTRIAL PRIVADO DE TIQUISATE,1 CALLE 1-1 ZONA 4,7884-7229,FAUSTINO CHIQUE VALENZUELA,RIGOBERTO CONTRERAS RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-06-0100-46,05-027,ESCUINTLA,TIQUISATE,INSTITUTO TECNOLOGÍA Y CIENCIA,"VILLA CHINITO, KM. 143 FRENTE AL HOSPITAL NACIONAL",5930-4894,FAUSTINO CHIQUE VALENZUELA,WELLINGTÓN RONALDO LÚCAS ASPURÉZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ESCUINTLA
